,0
"Afghanistan_Net bilateral aid flows from DAC donors, Japan (current US$)",248457569.80465364
"Afghanistan_Net bilateral aid flows from DAC donors, Luxembourg (current US$)",2128972.9449445405
"Afghanistan_Net bilateral aid flows from DAC donors, Netherlands (current US$)",35363137.671398066
"Afghanistan_Net bilateral aid flows from DAC donors, New Zealand (current US$)",3629808.5763825225
"Afghanistan_Net bilateral aid flows from DAC donors, Norway (current US$)",43784912.45498569
"Afghanistan_Net bilateral aid flows from DAC donors, Sweden (current US$)",48094487.65925416
"Afghanistan_Net bilateral aid flows from DAC donors, Switzerland (current US$)",14683217.80415095
"Afghanistan_Net bilateral aid flows from DAC donors, Total (current US$)",2032283408.5366309
"Afghanistan_Net bilateral aid flows from DAC donors, United Kingdom (current US$)",159690508.0489034
"Afghanistan_Net bilateral aid flows from DAC donors, United States (current US$)",951503032.2600963
Afghanistan_Net migration,421153.46474449744
Afghanistan_Net ODA received per capita (current US$),72.22457687963711
Afghanistan_Net official development assistance and official aid received (constant 2021 US$),2371930328.243718
Afghanistan_Net official development assistance and official aid received (current US$),2270338312.9519973
Afghanistan_Net official development assistance received (constant 2021 US$),2371930328.243718
Afghanistan_Net official development assistance received (current US$),2270338312.9519973
"Afghanistan_Net official flows from UN agencies, UNDP (current US$)",4788736.363986838
"Afghanistan_Net official flows from UN agencies, UNFPA (current US$)",2680544.8093954823
"Afghanistan_Net official flows from UN agencies, UNICEF (current US$)",14777521.041680375
"Afghanistan_Net official flows from UN agencies, WFP (current US$)",9737867.881530907
Afghanistan_Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),0.7066723117039696
Afghanistan_Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),0.5864717156963564
Afghanistan_Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),0.007915658905863649
Afghanistan_Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0011397509631777094
Afghanistan_Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),0.004397553083054208
Afghanistan_Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),0.02525422524000921
Afghanistan_Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),0.0023803948348735077
Afghanistan_Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),0.0167391467004165
Afghanistan_Nitrous oxide (N2O) emissions from Waste (Mt CO2e),0.08067306395143194
Afghanistan_Number of deaths ages 10-14 years,710.3439686340529
Afghanistan_Number of deaths ages 15-19 years,3498.477725907245
Afghanistan_Number of deaths ages 20-24 years,3647.1651210102414
Afghanistan_Number of deaths ages 5-9 years,772.025974988126
Afghanistan_Number of infant deaths,8912.806563885613
Afghanistan_Number of neonatal deaths,3843.3746055690704
Afghanistan_Number of under-five deaths,14872.513900649688
"Afghanistan_Official exchange rate (LCU per US$, period average)",11.517801990542237
"Afghanistan_PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",6.711837598684584
"Afghanistan_Population ages 0-14, female",1576620.1070062679
"Afghanistan_Population ages 0-14, male",1664074.3861827753
"Afghanistan_Population ages 0-14, total",3240653.453609665
"Afghanistan_Population ages 15-64, female",2293092.247189456
"Afghanistan_Population ages 15-64, male",2394883.6442341525
"Afghanistan_Population ages 15-64, total",4687944.735443021
"Afghanistan_Population ages 65 and above, female",119473.87949882151
"Afghanistan_Population ages 65 and above, male",80120.32707478105
"Afghanistan_Population ages 65 and above, total",199525.447879244
Afghanistan_Population density (people per sq. km of land area),12.340824649348786
Afghanistan_Population in largest city,829410.0505341403
Afghanistan_Population in urban agglomerations of more than 1 million,829410.0505341403
"Afghanistan_Population, female",3970495.8375107804
"Afghanistan_Population, male",4118118.7651055306
"Afghanistan_Population, total",8088535.966815534
"Afghanistan_Primary education, duration (years)",0.0
Afghanistan_Primary school starting age (years),0.0
"Afghanistan_Probability of dying among adolescents ages 10-14 years (per 1,000)",0.7595129212291046
"Afghanistan_Probability of dying among adolescents ages 15-19 years (per 1,000)",2.6401022272737644
"Afghanistan_Probability of dying among children ages 5-9 years (per 1,000)",1.1085286797237912
"Afghanistan_Probability of dying among youth ages 20-24 years (per 1,000)",4.240760228052037
Afghanistan_Refugee population by country or territory of origin,908502.0419676817
Afghanistan_Renewable internal freshwater resources per capita (cubic meters),595.3620340714315
"Afghanistan_Renewable internal freshwater resources, total (billion cubic meters)",2.1038145321201732e-14
Afghanistan_Rural population,5681224.260340704
"Afghanistan_Secondary education, duration (years)",0.0
Afghanistan_Sex ratio at birth (male births per female births),0.004618593023277449
Afghanistan_Surface area (sq. km),0.0
"Afghanistan_Technical cooperation grants (BoP, current US$)",334721395.22601885
Afghanistan_Total fisheries production (metric tons),4046.541227933091
Afghanistan_Total greenhouse gas emissions excluding LULUCF (Mt CO2e),6.849617513661793
Afghanistan_Total greenhouse gas emissions excluding LULUCF per capita (t CO2e/capita),0.10194369912927015
Afghanistan_Urban population,2415014.108366519
Afghanistan_Women Business and the Law Index Score (scale 1-100),4.608952106078889
Afghanistan_Young people (ages 15-24) newly infected with HIV,148.27244163418536
Australia_Adjusted net national income (current US$),381457251920.5614
Australia_Adjusted net national income per capita (current US$),14183.83693204768
"Australia_Adjusted net savings, excluding particulate emission damage (current US$)",40950416256.82965
"Australia_Adjusted net savings, including particulate emission damage (current US$)",40879181426.62538
Australia_Adjusted savings: carbon dioxide damage (current US$),4247271147.3483787
Australia_Adjusted savings: consumption of fixed capital (current US$),86258296686.00253
Australia_Adjusted savings: education expenditure (current US$),24174424925.317673
Australia_Adjusted savings: energy depletion (current US$),6138868016.291869
Australia_Adjusted savings: mineral depletion (current US$),13729238910.99809
Australia_Adjusted savings: net forest depletion (current US$),542180300.6738696
Australia_Adjusted savings: net national savings (current US$),36892562032.08974
Australia_Adjusted savings: particulate emission damage (current US$),75055921.62132181
"Australia_Adolescent fertility rate (births per 1,000 women ages 15-19)",4.398117050438124
Australia_Adults (ages 15+) and children (ages 0-14) newly infected with HIV,184.61500726311453
Australia_Adults (ages 15-49) newly infected with HIV,90.68812550608911
Australia_Agricultural land (sq. km),454115.2346552187
"Australia_Agriculture, forestry, and fishing, value added (constant 2015 US$)",5438353778.8352165
"Australia_Agriculture, forestry, and fishing, value added (constant LCU)",9384886222.349827
"Australia_Agriculture, forestry, and fishing, value added (current LCU)",13046231629.02911
"Australia_Agriculture, forestry, and fishing, value added (current US$)",10561838730.909042
"Australia_Agriculture, forestry, and fishing, value added per worker (constant 2015 US$)",23309.682921771542
"Australia_Air transport, freight (million ton-km)",442.4226123889805
"Australia_Air transport, passengers carried",18307870.380239896
"Australia_Air transport, registered carrier departures worldwide",135318.49862284894
"Australia_Annual freshwater withdrawals, total (billion cubic meters)",4.567546808101698
Australia_Aquaculture production (metric tons),32578.79315700467
Australia_Arable land (hectares per person),0.11744791151004906
Australia_Arable land (hectares),5113659.761576611
"Australia_Armed forces personnel, total",3647.6787335308236
Australia_Arms exports (SIPRI trend indicator values),77925563.22942021
Australia_Arms imports (SIPRI trend indicator values),485808363.0315537
Australia_Average precipitation in depth (mm per year),0.0
"Australia_Birth rate, crude (per 1,000 people)",0.80739141026284
Australia_Broad money (current LCU),919105686554.694
Australia_Broad money to total reserves ratio,9.887808072761587
Australia_Capture fisheries production (metric tons),31734.820640804166
Australia_Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),38.18427928848031
Australia_Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),1.496072767977393
Australia_Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),0.7283859497738524
Australia_Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),5.661294404542412
Australia_Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),6.54882528125202
Australia_Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),3.4782027166092493
Australia_Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),1.1892683759353897
Australia_Carbon dioxide (CO2) emissions from Power Industry (Energy) (Mt CO2e),24.46843926141618
Australia_Carbon dioxide (CO2) emissions from Transport (Energy) (Mt CO2e),10.094769812094915
Australia_Carbon dioxide (CO2) emissions from Waste (Mt CO2e),0.0013153845670144473
Australia_Carbon intensity of GDP (kg CO2e per 2021 PPP $ of GDP),0.06527562357748025
Australia_Carbon intensity of GDP (kg CO2e per constant 2015 US$ of GDP),0.06403021306248206
"Australia_Central government debt, total (current LCU)",444799435985.1031
Australia_Cereal production (metric tons),9313505.476425484
Australia_Cereal yield (kg per hectare),415.78990550764814
Australia_Changes in inventories (constant LCU),6042732761.9429
Australia_Changes in inventories (current LCU),4697981841.700353
Australia_Changes in inventories (current US$),3433597749.1387706
"Australia_Charges for the use of intellectual property, payments (BoP, current US$)",1247210985.6938264
"Australia_Charges for the use of intellectual property, receipts (BoP, current US$)",1218856376.2987852
"Australia_Children out of school, primary",31442.205560113198
Australia_Commercial service exports (current US$),19583902996.67594
Australia_Commercial service imports (current US$),23573112990.738842
Australia_Compensation of employees (current LCU),19560285579.871178
Australia_Consumer price index (2010 = 100),21.78969891445099
Australia_Crop production index (2014-2016 = 100),22.004090221455307
"Australia_Current account balance (BoP, current US$)",27240071246.771084
Australia_Customs and other import duties (current LCU),5232439007.122126
"Australia_Death rate, crude (per 1,000 people)",0.2331643012938504
Australia_DEC alternative conversion factor (LCU per US$),0.22418660662246223
Australia_Discrepancy in expenditure estimate of GDP (current LCU),379817488.71159524
Australia_Expense (current LCU),172003150468.84067
Australia_Exports as a capacity to import (constant LCU),179360970137.83884
"Australia_Exports of goods and services (BoP, current US$)",124601291357.48488
Australia_Exports of goods and services (constant 2015 US$),71372111561.41364
Australia_Exports of goods and services (constant LCU),155895434023.73743
Australia_Exports of goods and services (current LCU),157496347041.10593
Australia_Exports of goods and services (current US$),122034332806.9945
"Australia_Exports of goods, services and primary income (BoP, current US$)",143461155209.55768
Australia_External balance on goods and services (current LCU),39108989954.73509
Australia_External balance on goods and services (current US$),28189940113.59347
"Australia_Fertility rate, total (births per woman)",0.09840880798040544
Australia_Fertilizer consumption (kilograms per hectare of arable land),13.779130372745982
Australia_F-gases emissions from Industrial Processes (Mt CO2e),2.6437336599947523
Australia_Final consumption expenditure (constant 2015 US$),240298280657.54068
Australia_Final consumption expenditure (constant LCU),343292683996.3178
Australia_Final consumption expenditure (current LCU),435462713512.3213
Australia_Final consumption expenditure (current US$),360235935927.69604
Australia_Fixed telephone subscriptions,1440880.9965720158
Australia_Fixed telephone subscriptions (per 100 people),10.076821055305347
Australia_Food production index (2014-2016 = 100),12.273410172056463
"Australia_Foreign direct investment, net (BoP, current US$)",23825265780.33756
"Australia_Foreign direct investment, net inflows (BoP, current US$)",23241944769.634956
"Australia_Foreign direct investment, net outflows (BoP, current US$)",23603624119.417027
Australia_Forest area (sq. km),14512.716148933805
Australia_GDP (constant 2015 US$),294644033483.06836
Australia_GDP (constant LCU),460786740039.6194
Australia_GDP (current LCU),603251786068.5171
Australia_GDP (current US$),497559766649.42194
Australia_GDP deflator (base year varies by country),16.48631183780953
Australia_GDP deflator: linked series (base year varies by country),16.486311837809534
Australia_GDP per capita (constant 2015 US$),7158.783203520915
Australia_GDP per capita (constant LCU),11195.449424195933
Australia_GDP per capita (current LCU),20260.59151788908
Australia_GDP per capita (current US$),18110.00686654351
"Australia_GDP per capita, PPP (constant 2021 international $)",7022.198926150138
"Australia_GDP per capita, PPP (current international $)",13563.733604019999
Australia_GDP per person employed (constant 2021 PPP $),10150.959093954756
"Australia_GDP, PPP (constant 2021 international $)",289022443716.9329
"Australia_GDP, PPP (current international $)",414415548240.5302
Australia_GDP: linked series (current LCU),603251786068.5171
Australia_General government final consumption expenditure (constant 2015 US$),70981501952.53711
Australia_General government final consumption expenditure (constant LCU),100728312883.67436
Australia_General government final consumption expenditure (current LCU),133773419170.23212
Australia_General government final consumption expenditure (current US$),105390056412.05557
Australia_GNI (constant 2015 US$),334512852727.2039
Australia_GNI (constant LCU),486882284882.4121
Australia_GNI (current LCU),584809552926.0125
Australia_GNI (current US$),482706739091.84686
Australia_GNI per capita (constant 2015 US$),9190.281850591275
Australia_GNI per capita (constant LCU),13376.423027243958
Australia_GNI per capita (current LCU),19638.020982018475
"Australia_GNI per capita, Atlas method (current US$)",17289.551540543736
"Australia_GNI per capita, PPP (constant 2021 international $)",8598.510134119244
"Australia_GNI per capita, PPP (current international $)",13139.607651954902
"Australia_GNI, Atlas method (current US$)",480828633581.11127
"Australia_GNI, PPP (constant 2021 international $)",312973225514.61804
"Australia_GNI, PPP (current international $)",401540148190.98114
Australia_GNI: linked series (current LCU),584809552926.0125
Australia_Goods and services expense (current LCU),13923426261.739374
"Australia_Goods exports (BoP, current US$)",106898611312.5818
"Australia_Goods imports (BoP, current US$)",84210065350.32367
Australia_Grants and other revenue (current LCU),19038107003.12673
Australia_Gross capital formation (current LCU),144338754585.4081
Australia_Gross capital formation (current US$),125866639725.96187
Australia_Gross domestic income (constant LCU),486850634115.762
Australia_Gross domestic savings (current LCU),169499118482.6064
Australia_Gross domestic savings (current US$),138466469245.5955
Australia_Gross fixed capital formation (constant 2015 US$),91140203957.11627
Australia_Gross fixed capital formation (constant LCU),137727719278.737
Australia_Gross fixed capital formation (current LCU),143201191444.24606
Australia_Gross fixed capital formation (current US$),125116986514.67264
"Australia_Gross fixed capital formation, private sector (current LCU)",119181412807.19188
Australia_Gross national expenditure (current LCU),578268405210.2281
Australia_Gross national expenditure (current US$),484867407206.6941
Australia_Gross savings (current LCU),149712913408.48105
Australia_Gross savings (current US$),122441281690.83386
Australia_Gross value added at basic prices (GVA) (constant 2015 US$),279927402200.5878
Australia_Gross value added at basic prices (GVA) (constant LCU),438945534657.43207
Australia_Gross value added at basic prices (GVA) (current LCU),568262959002.6649
Australia_Gross value added at basic prices (GVA) (current US$),468118121528.5239
Australia_Households and NPISHs Final consumption expenditure (constant 2015 US$),171001041659.0827
Australia_Households and NPISHs Final consumption expenditure (constant LCU),245139528150.08267
Australia_Households and NPISHs Final consumption expenditure (current LCU),303404685294.8247
Australia_Households and NPISHs Final consumption expenditure (current US$),256465762800.07895
Australia_Households and NPISHs Final consumption expenditure per capita (constant 2015 US$),4476.39874228416
"Australia_Households and NPISHs Final consumption expenditure, PPP (constant 2021 international $)",148215591475.8791
"Australia_Households and NPISHs Final consumption expenditure, PPP (current international $)",193668271800.65942
Australia_Households and NPISHs final consumption expenditure: linked series (current LCU),303404685294.8247
"Australia_ICT service exports (BoP, current US$)",609896087.9441875
"Australia_Imports of goods and services (BoP, current US$)",106988498217.69713
Australia_Imports of goods and services (constant 2015 US$),97431254328.32751
Australia_Imports of goods and services (constant LCU),154548778132.07803
Australia_Imports of goods and services (current LCU),130400307034.83215
Australia_Imports of goods and services (current US$),107212023150.33356
"Australia_Imports of goods, services and primary income (BoP, current US$)",141862125061.57697
"Australia_Incidence of HIV, ages 15-24 (per 1,000 uninfected population ages 15-24)",0.005542590721492544
"Australia_Incidence of HIV, ages 15-49 (per 1,000 uninfected population ages 15-49)",0.015618789624592577
"Australia_Incidence of HIV, all (per 1,000 uninfected population)",0.009782817975745617
"Australia_Industry (including construction), value added (constant 2015 US$)",60017206324.728966
"Australia_Industry (including construction), value added (constant LCU)",126285254898.10016
"Australia_Industry (including construction), value added (current LCU)",159241219135.29367
"Australia_Industry (including construction), value added (current US$)",130091931485.36015
"Australia_Industry (including construction), value added per worker (constant 2015 US$)",15833.537659916596
"Australia_Intentional homicides (per 100,000 people)",0.45568362138823304
"Australia_Intentional homicides, female (per 100,000 female)",0.32372136239407573
"Australia_Intentional homicides, male (per 100,000 male)",0.6066319309574539
Australia_Interest payments (current LCU),5189928374.02015
"Australia_Labor force, total",1801857.6849831154
Australia_Land area (sq. km),4223.799730939212
Australia_Land under cereal production (hectares),2170941.7370736916
Australia_Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,1.836568881418572
"Australia_Life expectancy at birth, female (years)",1.5189099610205579
"Australia_Life expectancy at birth, male (years)",2.192274528552267
"Australia_Life expectancy at birth, total (years)",1.86322749254997
"Australia_Listed domestic companies, total",365.42338840553344
Australia_Livestock production index (2014-2016 = 100),5.359754686080673
Australia_Lower secondary school starting age (years),0.0
"Australia_Manufacturing, value added (constant 2015 US$)",6198596003.568463
"Australia_Manufacturing, value added (constant LCU)",9984257761.354187
"Australia_Manufacturing, value added (current LCU)",19417935485.868042
"Australia_Manufacturing, value added (current US$)",21214193390.124775
Australia_Market capitalization of listed domestic companies (current US$),547049653135.13434
Australia_Merchandise exports (current US$),106871594871.41165
Australia_Merchandise exports by the reporting economy (current US$),92217356563.75522
Australia_Merchandise imports (current US$),82839876982.39336
Australia_Merchandise imports by the reporting economy (current US$),82629262284.10143
Australia_Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),4.219600669331597
Australia_Methane (CH4) emissions from Agriculture (Mt CO2e),5.428172617610888
Australia_Methane (CH4) emissions from Building (Energy) (Mt CO2e),0.11013917852045788
Australia_Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),8.13876090458228
Australia_Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),0.01810337876145349
Australia_Methane (CH4) emissions from Industrial Processes (Mt CO2e),0.0031247984881265308
Australia_Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),0.024800983764740558
Australia_Methane (CH4) emissions from Transport (Energy) (Mt CO2e),0.14636176339791154
Australia_Methane (CH4) emissions from Waste (Mt CO2e),2.2609222379184075
Australia_Military expenditure (current LCU),11893932081.058989
Australia_Military expenditure (current USD),9270967267.094873
Australia_Mobile cellular subscriptions,9561306.808712007
Australia_Mobile cellular subscriptions (per 100 people),38.36570543259939
"Australia_Mortality rate, adult, female (per 1,000 female adults)",7.100059824607631
"Australia_Mortality rate, adult, male (per 1,000 male adults)",14.139793263956708
"Australia_Mortality rate, infant (per 1,000 live births)",1.0161913817438954
"Australia_Mortality rate, infant, female (per 1,000 live births)",0.8545345698184927
"Australia_Mortality rate, infant, male (per 1,000 live births)",1.1574467365056342
"Australia_Mortality rate, neonatal (per 1,000 live births)",0.5902182628839862
"Australia_Mortality rate, under-5 (per 1,000 live births)",1.274824243946136
"Australia_Mortality rate, under-5, female (per 1,000 live births)",1.0952407682348986
"Australia_Mortality rate, under-5, male (per 1,000 live births)",1.462812895622535
"Australia_Net capital account (BoP, current US$)",166300048.5481701
Australia_Net domestic credit (current LCU),1694977666779.0066
"Australia_Net errors and omissions (BoP, current US$)",2601854988.6758757
"Australia_Net financial account (BoP, current US$)",27546576625.29709
Australia_Net foreign assets (current LCU),191764885307.21606
Australia_Net lending (+) / net borrowing (-) (current LCU),35816462053.640854
Australia_Net migration,72276.92489925449
"Australia_Net ODA provided, to the least developed countries (current US$)",312908780.1182642
"Australia_Net ODA provided, total (constant 2021 US$)",823429863.003788
"Australia_Net ODA provided, total (current US$)",1397318222.51944
"Australia_Net primary income (BoP, current US$)",17642135603.098904
Australia_Net primary income (Net income from abroad) (current LCU),22368515987.66272
Australia_Net primary income (Net income from abroad) (current US$),17683273734.098835
"Australia_Net secondary income (BoP, current US$)",1202841794.9790983
Australia_Net secondary income (Net current transfers from abroad) (current LCU),1322017897.980449
Australia_Net secondary income (Net current transfers from abroad) (current US$),1172715847.6200068
"Australia_Net trade in goods (BoP, current US$)",32388218911.49181
"Australia_Net trade in goods and services (BoP, current US$)",31189462849.614346
Australia_Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),2.541901876015343
Australia_Nitrous oxide (N2O) emissions from Agriculture (Mt CO2e),1.8309374667592546
Australia_Nitrous oxide (N2O) emissions from Building (Energy) (Mt CO2e),0.3887929040737041
Australia_Nitrous oxide (N2O) emissions from Fugitive Emissions (Energy) (Mt CO2e),0.0038940953371256405
Australia_Nitrous oxide (N2O) emissions from Industrial Combustion (Energy) (Mt CO2e),0.028974895325777884
Australia_Nitrous oxide (N2O) emissions from Industrial Processes (Mt CO2e),0.9020363399445974
Australia_Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),0.12289543452853322
Australia_Nitrous oxide (N2O) emissions from Transport (Energy) (Mt CO2e),0.49234596128271213
Australia_Nitrous oxide (N2O) emissions from Waste (Mt CO2e),0.19924311404568953
Australia_Number of deaths ages 10-14 years,30.840891319766037
Australia_Number of deaths ages 15-19 years,116.60244928261295
Australia_Number of deaths ages 20-24 years,166.60020610381952
Australia_Number of deaths ages 5-9 years,29.93561870738172
Australia_Number of infant deaths,188.45220077050604
Australia_Number of neonatal deaths,96.42603265469558
Australia_Number of under-five deaths,241.9928216377455
"Australia_Nurses and midwives (per 1,000 people)",1.1987252109665056
"Australia_Official exchange rate (LCU per US$, period average)",0.22329798091499217
Australia_Other taxes (current LCU),1084634160.0570774
"Australia_Patent applications, nonresidents",5379.630648611921
"Australia_Patent applications, residents",418.94856926902037
"Australia_Personal remittances, paid (current US$)",2898413935.86598
"Australia_Personal remittances, received (current US$)",685996754.5167457
"Australia_Physicians (per 1,000 people)",0.5688011349331308
"Australia_PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",0.42677709590235247
"Australia_Population ages 0-14, female",159942.52004191736
"Australia_Population ages 0-14, male",173162.64496241242
"Australia_Population ages 0-14, total",333101.25214174425
"Australia_Population ages 15-64, female",891403.0823566254
"Australia_Population ages 15-64, male",842775.5480864837
"Australia_Population ages 15-64, total",1734021.362974837
